time,.m_nShipID,.m_fltHeading,.m_fltVel_U,.m_fltPos_X,.m_fltPos_Y
2024/07/30/14:40:29.159914,"(2000, 2001, 2002, 2003)","(-13.28216552734375, 181.8428955078125, -218.533203125, 27.330078125)","(0.6511162519454956, 0.5408574938774109, 0.4904767572879791, 0.32447993755340576)","(191.85116577148438, 110.8245849609375, -999.7976684570312, -1001.4660034179688)","(214.78807067871094, 203.56576538085938, -1002.0623168945312, -1002.3342895507812)"
2024/07/30/14:40:29.259875,"(2000, 2001, 2002, 2003)","(-13.26239013671875, 181.8428955078125, -219.1240234375, 27.755859375)","(0.6512340307235718, 0.5408574938774109, 0.49047553539276123, 0.3244797885417938)","(191.91534423828125, 110.76998138427734, -999.8442993164062, -1001.43359375)","(214.77365112304688, 203.5640106201172, -1002.0457153320312, -1002.32958984375)"
2024/07/30/14:40:29.359796,"(2000, 2001, 2002, 2003)","(-13.23968505859375, 181.8428955078125, -219.7080078125, 28.177734375)","(0.6513524651527405, 0.5408574938774109, 0.49047431349754333, 0.3244795501232147)","(191.9788818359375, 110.71592712402344, -999.890380859375, -1001.4014892578125)","(214.75933837890625, 203.56227111816406, -1002.0287475585938, -1002.32470703125)"
2024/07/30/14:40:29.459810,"(2000, 2001, 2002, 2003)","(-13.21392822265625, 181.8428955078125, -220.29296875, 28.5986328125)","(0.6514726281166077, 0.5408574938774109, 0.49047309160232544, 0.3244791626930237)","(192.0424346923828, 110.661865234375, -999.9362182617188, -1001.3694458007812)","(214.74502563476562, 203.56053161621094, -1002.0113525390625, -1002.319580078125)"
2024/07/30/14:40:29.560167,"(2000, 2001, 2002, 2003)","(-13.18536376953125, 181.8428955078125, -220.876953125, 29.0205078125)","(0.6515942811965942, 0.5408574938774109, 0.49047186970710754, 0.32447871565818787)","(192.1060028076172, 110.6078109741211, -999.9818725585938, -1001.3374633789062)","(214.73069763183594, 203.5587921142578, -1001.9935302734375, -1002.314208984375)"
2024/07/30/14:40:29.660253,"(2000, 2001, 2002, 2003)","(-13.1544189453125, 181.8428955078125, -221.4560546875, 29.4375)","(0.6517159938812256, 0.5408574938774109, 0.4904707074165344, 0.3244781494140625)","(192.16893005371094, 110.55429077148438, -1000.0269165039062, -1001.3058471679688)","(214.71649169921875, 203.55706787109375, -1001.9754028320312, -1002.3086547851562)"
2024/07/30/14:40:29.760938,"(2000, 2001, 2002, 2003)","(-13.12017822265625, 181.8428955078125, -222.0458984375, 29.86328125)","(0.6518412828445435, 0.5408574938774109, 0.49046948552131653, 0.32447752356529236)","(192.233154296875, 110.49969482421875, -1000.0726928710938, -1001.2735595703125)","(214.70199584960938, 203.55531311035156, -1001.9564208984375, -1002.3027954101562)"
2024/07/30/14:40:29.859891,"(2000, 2001, 2002, 2003)","(-13.08380126953125, 181.8428955078125, -222.6298828125, 30.28515625)","(0.6519662141799927, 0.5408574938774109, 0.4904683232307434, 0.32447680830955505)","(192.2967529296875, 110.44563293457031, -1000.1177978515625, -1001.24169921875)","(214.6876220703125, 203.55357360839844, -1001.9371337890625, -1002.2967529296875)"
2024/07/30/14:40:29.960229,"(2000, 2001, 2002, 2003)","(-13.04498291015625, 181.8428955078125, -223.21484375, 30.70703125)","(0.6520918607711792, 0.5408574938774109, 0.4904671311378479, 0.3244760036468506)","(192.36036682128906, 110.3915786743164, -1000.1627197265625, -1001.2098999023438)","(214.6732635498047, 203.5518341064453, -1001.91748046875, -1002.2904663085938)"
2024/07/30/14:40:30.059872,"(2000, 2001, 2002, 2003)","(-13.00390625, 181.8428955078125, -223.798828125, 31.12890625)","(0.6522181034088135, 0.5408574938774109, 0.4904659688472748, 0.32447516918182373)","(192.42398071289062, 110.3375244140625, -1000.2074584960938, -1001.1781005859375)","(214.65890502929688, 203.5500946044922, -1001.8972778320312, -1002.283935546875)"
2024/07/30/14:40:30.161809,"(2000, 2001, 2002, 2003)","(-12.9605712890625, 181.8428955078125, -224.3837890625, 31.55078125)","(0.6523447632789612, 0.5408574938774109, 0.49046483635902405, 0.3244742751121521)","(192.48760986328125, 110.28346252441406, -1000.251953125, -1001.1463623046875)","(214.64454650878906, 203.54835510253906, -1001.8766479492188, -1002.2771606445312)"
2024/07/30/14:40:30.260293,"(2000, 2001, 2002, 2003)","(-12.9151611328125, 181.8428955078125, -224.9677734375, 31.97265625)","(0.652471661567688, 0.5408574938774109, 0.4904636740684509, 0.3244733214378357)","(192.55126953125, 110.22940826416016, -1000.2962036132812, -1001.1146850585938)","(214.63018798828125, 203.54661560058594, -1001.8555908203125, -1002.2701416015625)"
2024/07/30/14:40:30.359983,"(2000, 2001, 2002, 2003)","(-12.86761474609375, 181.84283447265625, -225.552734375, 32.39453125)","(0.6525987386703491, 0.5408574938774109, 0.4904625415802002, 0.3244723081588745)","(192.61492919921875, 110.17534637451172, -1000.3402709960938, -1001.0830688476562)","(214.6158447265625, 203.5448760986328, -1001.8340454101562, -1002.262939453125)"
2024/07/30/14:40:30.460233,"(2000, 2001, 2002, 2003)","(-12.818115234375, 181.84283447265625, -226.13671875, 32.81640625)","(0.6527257561683655, 0.5408574938774109, 0.49046143889427185, 0.32447126507759094)","(192.67860412597656, 110.12129211425781, -1000.3841552734375, -1001.0514526367188)","(214.60150146484375, 203.5431365966797, -1001.8121337890625, -1002.2554321289062)"
2024/07/30/14:40:30.560566,"(2000, 2001, 2002, 2003)","(-12.76666259765625, 181.84283447265625, -226.7216796875, 33.2373046875)","(0.6528525948524475, 0.5408574938774109, 0.4904603064060211, 0.324470192193985)","(192.74229431152344, 110.06723022460938, -1000.4277954101562, -1001.0199584960938)","(214.58717346191406, 203.54139709472656, -1001.7896728515625, -1002.2477416992188)"
2024/07/30/14:40:30.659867,"(2000, 2001, 2002, 2003)","(-12.7138671875, 181.84283447265625, -227.2998046875, 33.6552734375)","(0.6529780030250549, 0.5408574938774109, 0.49045923352241516, 0.32446905970573425)","(192.8053741455078, 110.01371765136719, -1000.470703125, -1000.98876953125)","(214.57301330566406, 203.5396728515625, -1001.76708984375, -1002.2399291992188)"
2024/07/30/14:40:30.759782,"(2000, 2001, 2002, 2003)","(-12.6575927734375, 181.84283447265625, -227.896484375, 34.0859375)","(0.6531068682670593, 0.5408574938774109, 0.49045810103416443, 0.32446789741516113)","(192.87037658691406, 109.95857238769531, -1000.5147705078125, -1000.956787109375)","(214.5584259033203, 203.53790283203125, -1001.7432861328125, -1002.2315673828125)"
2024/07/30/14:40:30.859865,"(2000, 2001, 2002, 2003)","(-12.6011962890625, 181.84283447265625, -228.474609375, 34.5029296875)","(0.6532314419746399, 0.5408574938774109, 0.49045705795288086, 0.324466735124588)","(192.93348693847656, 109.90505981445312, -1000.5572509765625, -1000.9257202148438)","(214.54429626464844, 203.5361785888672, -1001.7197875976562, -1002.2232666015625)"
2024/07/30/14:40:30.959823,"(2000, 2001, 2002, 2003)","(-12.54248046875, 181.84283447265625, -229.05859375, 34.9248046875)","(0.6533567905426025, 0.5408574938774109, 0.4904559850692749, 0.3244655132293701)","(192.9972381591797, 109.85099792480469, -1000.5999145507812, -1000.8944702148438)","(214.53004455566406, 203.53443908691406, -1001.6956176757812, -1002.2146606445312)"
2024/07/30/14:40:31.060119,"(2000, 2001, 2002, 2003)","(-12.48345947265625, 181.84283447265625, -229.6435546875, 35.3466796875)","(0.6534934639930725, 0.5408574938774109, 0.49045491218566895, 0.3244642913341522)","(193.06101989746094, 109.79694366455078, -1000.642333984375, -1000.8632202148438)","(214.5158233642578, 203.53269958496094, -1001.6710205078125, -1002.205810546875)"
2024/07/30/14:40:31.159952,"(2000, 2001, 2002, 2003)","(-12.4241943359375, 181.84283447265625, -230.2275390625, 35.7685546875)","(0.6536292433738708, 0.5408574938774109, 0.4904538691043854, 0.32446303963661194)","(193.1248321533203, 109.74288177490234, -1000.6845092773438, -1000.8320922851562)","(214.5016326904297, 203.5309600830078, -1001.6459350585938, -1002.1967163085938)"
2024/07/30/14:40:31.260212,"(2000, 2001, 2002, 2003)","(-12.36517333984375, 181.84283447265625, -230.806640625, 36.1865234375)","(0.6537626385688782, 0.5408574938774109, 0.4904528558254242, 0.32446175813674927)","(193.18801879882812, 109.68936920166016, -1000.7260131835938, -1000.8013305664062)","(214.48760986328125, 203.52923583984375, -1001.6207275390625, -1002.1875610351562)"
2024/07/30/14:40:31.360115,"(2000, 2001, 2002, 2003)","(-12.3046875, 181.84283447265625, -231.396484375, 36.6123046875)","(0.653897762298584, 0.5408574938774109, 0.4904518127441406, 0.3244604766368866)","(193.25250244140625, 109.63477325439453, -1000.76806640625, -1000.7699584960938)","(214.4733428955078, 203.52748107910156, -1001.5946044921875, -1002.1779174804688)"
2024/07/30/14:40:31.460323,"(2000, 2001, 2002, 2003)","(-12.2449951171875, 181.84283447265625, -231.9755859375, 37.0302734375)","(0.6540291905403137, 0.5408574938774109, 0.49045079946517944, 0.32445916533470154)","(193.3157196044922, 109.58125305175781, -1000.8090209960938, -1000.7393188476562)","(214.45938110351562, 203.5257568359375, -1001.5685424804688, -1002.168212890625)"
2024/07/30/14:40:31.559828,"(2000, 2001, 2002, 2003)","(-12.18377685546875, 181.84283447265625, -232.5654296875, 37.4560546875)","(0.6541622877120972, 0.5408574938774109, 0.49044978618621826, 0.3244578540325165)","(193.3802490234375, 109.52665710449219, -1000.8505859375, -1000.7081909179688)","(214.4451904296875, 203.5240020751953, -1001.54150390625, -1002.1581420898438)"
2024/07/30/14:40:31.660054,"(2000, 2001, 2002, 2003)","(-12.122802734375, 181.84283447265625, -233.150390625, 37.8779296875)","(0.6542929410934448, 0.5408574938774109, 0.49044880270957947, 0.32445651292800903)","(193.4441680908203, 109.47259521484375, -1000.8914184570312, -1000.6773681640625)","(214.43116760253906, 203.5222625732422, -1001.5143432617188, -1002.14794921875)"
2024/07/30/14:40:31.759873,"(2000, 2001, 2002, 2003)","(-12.0614013671875, 181.84283447265625, -233.734375, 38.2998046875)","(0.6544225811958313, 0.5408574938774109, 0.4904478192329407, 0.3244551718235016)","(193.50808715820312, 109.41854095458984, -1000.9319458007812, -1000.6466674804688)","(214.41717529296875, 203.52052307128906, -1001.48681640625, -1002.1375122070312)"
2024/07/30/14:40:31.860272,"(2000, 2001, 2002, 2003)","(-11.99957275390625, 181.84283447265625, -234.3193359375, 38.7216796875)","(0.6545509099960327, 0.5408574938774109, 0.49044686555862427, 0.32445380091667175)","(193.57203674316406, 109.3644790649414, -1000.9722290039062, -1000.6160278320312)","(214.40322875976562, 203.51878356933594, -1001.4588012695312, -1002.1268310546875)"
2024/07/30/14:40:31.960080,"(2000, 2001, 2002, 2003)","(-11.93792724609375, 181.84283447265625, -234.8974609375, 39.1396484375)","(0.6546766757965088, 0.5408574938774109, 0.49044591188430786, 0.3244524598121643)","(193.6353759765625, 109.31096649169922, -1001.0118408203125, -1000.5857543945312)","(214.3894500732422, 203.51705932617188, -1001.4307250976562, -1002.1160278320312)"
2024/07/30/14:40:32.059874,"(2000, 2001, 2002, 2003)","(-11.87506103515625, 181.84283447265625, -235.4814453125, 39.5615234375)","(0.6548024415969849, 0.5408574938774109, 0.49044495820999146, 0.3244510889053345)","(193.69937133789062, 109.25690460205078, -1001.051513671875, -1000.5552978515625)","(214.3755645751953, 203.51531982421875, -1001.4019165039062, -1002.1049194335938)"
2024/07/30/14:40:32.160335,"(2000, 2001, 2002, 2003)","(-11.81103515625, 181.84283447265625, -236.072265625, 39.9873046875)","(0.6549281477928162, 0.5408574938774109, 0.49044403433799744, 0.32444968819618225)","(193.76402282714844, 109.20230865478516, -1001.09130859375, -1000.5245971679688)","(214.36160278320312, 203.51356506347656, -1001.3723754882812, -1002.0934448242188)"
2024/07/30/14:40:32.260095,"(2000, 2001, 2002, 2003)","(-11.74700927734375, 181.84283447265625, -236.65625, 40.4091796875)","(0.6550512909889221, 0.5408574938774109, 0.4904431104660034, 0.3244483172893524)","(193.82806396484375, 109.14824676513672, -1001.1304321289062, -1000.4942626953125)","(214.34780883789062, 203.51182556152344, -1001.3427734375, -1002.0819091796875)"
2024/07/30/14:40:32.359899,"(2000, 2001, 2002, 2003)","(-11.68304443359375, 181.84283447265625, -237.2353515625, 40.8271484375)","(0.6551719307899475, 0.5408574938774109, 0.4904422163963318, 0.3244469463825226)","(193.8914794921875, 109.09473419189453, -1001.1688232421875, -1000.46435546875)","(214.3341827392578, 203.51010131835938, -1001.3131103515625, -1002.0702514648438)"
2024/07/30/14:40:32.460226,"(2000, 2001, 2002, 2003)","(-11.61767578125, 181.84283447265625, -237.8193359375, 41.2490234375)","(0.6552925109863281, 0.5408574938774109, 0.49044129252433777, 0.32444554567337036)","(193.95555114746094, 109.0406723022461, -1001.2073364257812, -1000.4342041015625)","(214.32046508789062, 203.50836181640625, -1001.28271484375, -1002.0582275390625)"
2024/07/30/14:40:32.560214,"(2000, 2001, 2002, 2003)","(-11.5516357421875, 181.84283447265625, -238.404296875, 41.6708984375)","(0.6554117202758789, 0.5408574938774109, 0.4904404282569885, 0.32444414496421814)","(194.0196533203125, 108.98661804199219, -1001.2454833984375, -1000.4041137695312)","(214.3068084716797, 203.50662231445312, -1001.251953125, -1002.0460205078125)"
2024/07/30/14:40:32.660218,"(2000, 2001, 2002, 2003)","(-11.48419189453125, 181.84283447265625, -238.994140625, 42.09765625)","(0.6555308103561401, 0.5408574938774109, 0.4904395341873169, 0.3244427442550659)","(194.08441162109375, 108.93202209472656, -1001.2837524414062, -1000.3739013671875)","(214.2930450439453, 203.50486755371094, -1001.220458984375, -1002.033447265625)"
2024/07/30/14:40:32.760114,"(2000, 2001, 2002, 2003)","(-11.41668701171875, 181.84283447265625, -239.5791015625, 42.51953125)","(0.6556473970413208, 0.5408574938774109, 0.49043866991996765, 0.3244413435459137)","(194.1485595703125, 108.87796020507812, -1001.3212890625, -1000.343994140625)","(214.2794647216797, 203.5031280517578, -1001.1889038085938, -1002.020751953125)"
2024/07/30/14:40:32.860278,"(2000, 2001, 2002, 2003)","(-11.348388671875, 181.84283447265625, -240.1630859375, 42.94140625)","(0.6557626128196716, 0.5408574938774109, 0.4904378056526184, 0.3244399428367615)","(194.2127227783203, 108.82390594482422, -1001.3585205078125, -1000.3142700195312)","(214.26593017578125, 203.5013885498047, -1001.1569213867188, -1002.0078735351562)"
2024/07/30/14:40:32.960536,"(2000, 2001, 2002, 2003)","(-11.27996826171875, 181.84283447265625, -240.7412109375, 43.3583984375)","(0.6558753848075867, 0.5408574938774109, 0.49043697118759155, 0.32443857192993164)","(194.27626037597656, 108.7703857421875, -1001.39501953125, -1000.2848510742188)","(214.25257873535156, 203.49966430664062, -1001.1249389648438, -1001.994873046875)"
2024/07/30/14:40:33.060356,"(2000, 2001, 2002, 2003)","(-11.2093505859375, 181.84283447265625, -241.33203125, 43.78515625)","(0.6559890508651733, 0.5408574938774109, 0.4904361367225647, 0.32443714141845703)","(194.34112548828125, 108.71578979492188, -1001.4319458007812, -1000.2550048828125)","(214.239013671875, 203.49790954589844, -1001.0919189453125, -1001.9814453125)"
2024/07/30/14:40:33.160974,"(2000, 2001, 2002, 2003)","(-11.1392822265625, 181.84283447265625, -241.916015625, 44.20703125)","(0.6560991406440735, 0.5408574938774109, 0.49043530225753784, 0.3244357407093048)","(194.4047088623047, 108.66172790527344, -1001.4682006835938, -1000.2255249023438)","(214.2257537841797, 203.4961700439453, -1001.058837890625, -1001.9678955078125)"
2024/07/30/14:40:33.259802,"(2000, 2001, 2002, 2003)","(-11.0670166015625, 181.84283447265625, -242.5009765625, 44.62890625)","(0.6562101244926453, 0.5408574938774109, 0.4904344975948334, 0.3244343400001526)","(194.4696044921875, 108.60767364501953, -1001.5040283203125, -1000.1961059570312)","(214.2122802734375, 203.4944305419922, -1001.0254516601562, -1001.9541015625)"
2024/07/30/14:40:33.359883,"(2000, 2001, 2002, 2003)","(-10.99456787109375, 181.84283447265625, -243.0849609375, 45.05078125)","(0.6563186049461365, 0.5408574938774109, 0.4904337227344513, 0.32443296909332275)","(194.53387451171875, 108.5536117553711, -1001.5396118164062, -1000.1668701171875)","(214.19898986816406, 203.49269104003906, -1000.9916381835938, -1001.9401245117188)"
2024/07/30/14:40:33.460207,"(2000, 2001, 2002, 2003)","(-10.9212646484375, 181.84283447265625, -243.669921875, 45.47265625)","(0.6564257144927979, 0.5408574938774109, 0.4904329180717468, 0.32443156838417053)","(194.59815979003906, 108.49955749511719, -1001.5747680664062, -1000.1376953125)","(214.18576049804688, 203.49095153808594, -1000.9574584960938, -1001.9259643554688)"
2024/07/30/14:40:33.560310,"(2000, 2001, 2002, 2003)","(-10.84710693359375, 181.84283447265625, -244.25390625, 45.89453125)","(0.6565315127372742, 0.5408574938774109, 0.49043214321136475, 0.3244301676750183)","(194.66249084472656, 108.44549560546875, -1001.609619140625, -1000.1085815429688)","(214.17259216308594, 203.4892120361328, -1000.9229736328125, -1001.9115600585938)"
2024/07/30/14:40:33.659816,"(2000, 2001, 2002, 2003)","(-10.77203369140625, 181.84283447265625, -244.8388671875, 46.31640625)","(0.6566358804702759, 0.5408574938774109, 0.49043136835098267, 0.3244287967681885)","(194.72682189941406, 108.39144134521484, -1001.6441040039062, -1000.0796508789062)","(214.1594696044922, 203.4874725341797, -1000.8881225585938, -1001.8969116210938)"
2024/07/30/14:40:33.760003,"(2000, 2001, 2002, 2003)","(-10.69757080078125, 181.84283447265625, -245.4228515625, 46.73828125)","(0.6567416191101074, 0.5408574938774109, 0.490430623292923, 0.32442742586135864)","(194.7911834716797, 108.3373794555664, -1001.6782836914062, -1000.05078125)","(214.1464080810547, 203.48573303222656, -1000.8529052734375, -1001.882080078125)"
2024/07/30/14:40:33.860001,"(2000, 2001, 2002, 2003)","(-10.62432861328125, 181.84283447265625, -246.0009765625, 47.1552734375)","(0.6568452715873718, 0.5408574938774109, 0.4904298782348633, 0.3244260549545288)","(194.8549346923828, 108.28386688232422, -1001.711669921875, -1000.0223388671875)","(214.13352966308594, 203.48402404785156, -1000.8176879882812, -1001.8671875)"
2024/07/30/14:40:33.960406,"(2000, 2001, 2002, 2003)","(-10.55010986328125, 181.84283447265625, -246.591796875, 47.58203125)","(0.6569499969482422, 0.5408574938774109, 0.4904291331768036, 0.3244246542453766)","(194.91998291015625, 108.2292709350586, -1001.7454223632812, -999.993408203125)","(214.12046813964844, 203.4822540283203, -1000.7814331054688, -1001.851806640625)"
2024/07/30/14:40:34.060015,"(2000, 2001, 2002, 2003)","(-10.47705078125, 181.84283447265625, -247.17578125, 48.00390625)","(0.6570526957511902, 0.5408574938774109, 0.4904284179210663, 0.32442328333854675)","(194.98440551757812, 108.17520904541016, -1001.7784423828125, -999.9649047851562)","(214.10760498046875, 203.4805145263672, -1000.7451782226562, -1001.8363037109375)"
2024/07/30/14:40:34.159895,"(2000, 2001, 2002, 2003)","(-10.40435791015625, 181.84283447265625, -247.7666015625, 48.4296875)","(0.657154381275177, 0.5408574938774109, 0.490427702665329, 0.3244219124317169)","(195.0488739013672, 108.12061309814453, -1001.8114624023438, -999.9362182617188)","(214.09478759765625, 203.478759765625, -1000.7081909179688, -1001.8204956054688)"
2024/07/30/14:40:34.260026,"(2000, 2001, 2002, 2003)","(-10.33197021484375, 181.84283447265625, -248.3447265625, 48.84765625)","(0.6572550535202026, 0.5408574938774109, 0.4904269874095917, 0.3244205713272095)","(195.11334228515625, 108.06709289550781, -1001.8434448242188, -999.908203125)","(214.08204650878906, 203.47705078125, -1000.6716918945312, -1001.8047485351562)"
2024/07/30/14:40:34.360036,"(2000, 2001, 2002, 2003)","(-10.2606201171875, 181.84283447265625, -248.923828125, 49.2646484375)","(0.6573536992073059, 0.5408574938774109, 0.49042630195617676, 0.324419230222702)","(195.1772003173828, 108.01358032226562, -1001.875, -999.8803100585938)","(214.06948852539062, 203.47532653808594, -1000.6348266601562, -1001.788818359375)"
2024/07/30/14:40:34.459983,"(2000, 2001, 2002, 2003)","(-10.18804931640625, 181.84283447265625, -249.513671875, 49.69140625)","(0.6574533581733704, 0.5408574938774109, 0.49042561650276184, 0.3244178891181946)","(195.24237060546875, 107.95897674560547, -1001.9068603515625, -999.8519897460938)","(214.05674743652344, 203.47357177734375, -1000.5968627929688, -1001.7723999023438)"
2024/07/30/14:40:34.559978,"(2000, 2001, 2002, 2003)","(-10.116455078125, 181.84283447265625, -250.0986328125, 50.11328125)","(0.6575510501861572, 0.5408574938774109, 0.4904249310493469, 0.32441654801368713)","(195.30691528320312, 107.90492248535156, -1001.9380493164062, -999.8240356445312)","(214.044189453125, 203.47183227539062, -1000.5590209960938, -1001.755859375)"
2024/07/30/14:40:34.659977,"(2000, 2001, 2002, 2003)","(-10.045654296875, 181.84283447265625, -250.6767578125, 50.5302734375)","(0.6576467156410217, 0.5408574938774109, 0.4904242753982544, 0.3244152367115021)","(195.37083435058594, 107.85140228271484, -1001.968505859375, -999.7965087890625)","(214.0318145751953, 203.47010803222656, -1000.5211791992188, -1001.7393188476562)"
2024/07/30/14:40:34.759870,"(2000, 2001, 2002, 2003)","(-9.97344970703125, 181.84283447265625, -251.2666015625, 50.95703125)","(0.6577433347702026, 0.5408574938774109, 0.49042361974716187, 0.32441389560699463)","(195.43606567382812, 107.79680633544922, -1001.9991455078125, -999.7685546875)","(214.01925659179688, 203.46835327148438, -1000.4822998046875, -1001.7222290039062)"
2024/07/30/14:40:34.859908,"(2000, 2001, 2002, 2003)","(-9.9027099609375, 181.84283447265625, -251.8515625, 51.37890625)","(0.6578370332717896, 0.5408574938774109, 0.4904229938983917, 0.3244125545024872)","(195.50003051757812, 107.74274444580078, -1002.0291137695312, -999.7410278320312)","(214.00701904296875, 203.46661376953125, -1000.4434814453125, -1001.7051391601562)"
2024/07/30/14:40:34.960234,"(2000, 2001, 2002, 2003)","(-9.83050537109375, 181.84283447265625, -252.435546875, 51.80078125)","(0.6579316258430481, 0.5408574938774109, 0.4904223382472992, 0.3244112432003021)","(195.5653076171875, 107.68869018554688, -1002.0587158203125, -999.7135620117188)","(213.9945831298828, 203.46487426757812, -1000.4043579101562, -1001.6878051757812)"
2024/07/30/14:40:35.059747,"(2000, 2001, 2002, 2003)","(-9.75885009765625, 181.84283447265625, -253.0205078125, 52.22265625)","(0.6580241918563843, 0.5408574938774109, 0.49042171239852905, 0.32440993189811707)","(195.62997436523438, 107.63462829589844, -1002.087890625, -999.686279296875)","(213.9823455810547, 203.463134765625, -1000.3649291992188, -1001.6702880859375)"
2024/07/30/14:40:35.159725,"(2000, 2001, 2002, 2003)","(-9.6878662109375, 181.84283447265625, -253.6044921875, 52.64453125)","(0.6581147909164429, 0.5408574938774109, 0.4904210865497589, 0.3244086503982544)","(195.69400024414062, 107.58111572265625, -1002.1166381835938, -999.6591186523438)","(213.9702911376953, 203.46141052246094, -1000.3251953125, -1001.652587890625)"
2024/07/30/14:40:35.259662,"(2000, 2001, 2002, 2003)","(-9.615234375, 181.84283447265625, -254.189453125, 53.06640625)","(0.6582062244415283, 0.5408574938774109, 0.49042049050331116, 0.3244073688983917)","(195.75933837890625, 107.52651977539062, -1002.14501953125, -999.632080078125)","(213.95806884765625, 203.45965576171875, -1000.2852172851562, -1001.6346435546875)"
2024/07/30/14:40:35.360600,"(2000, 2001, 2002, 2003)","(-9.5430908203125, 181.84283447265625, -254.7734375, 53.48828125)","(0.6582956314086914, 0.5408574938774109, 0.4904198944568634, 0.32440608739852905)","(195.8240509033203, 107.47245788574219, -1002.1729736328125, -999.6051635742188)","(213.94601440429688, 203.45791625976562, -1000.2449340820312, -1001.6165161132812)"
2024/07/30/14:40:35.460397,"(2000, 2001, 2002, 2003)","(-9.471435546875, 181.84283447265625, -255.3525390625, 53.9052734375)","(0.6583831310272217, 0.5408574938774109, 0.49041929841041565, 0.3244048058986664)","(195.88815307617188, 107.4189453125, -1002.2002563476562, -999.57861328125)","(213.9341583251953, 203.45619201660156, -1000.2047729492188, -1001.598388671875)"
2024/07/30/14:40:35.559844,"(2000, 2001, 2002, 2003)","(-9.39801025390625, 181.84283447265625, -255.9423828125, 54.33203125)","(0.6584713459014893, 0.5408574938774109, 0.4904187321662903, 0.3244035243988037)","(195.95355224609375, 107.36434173583984, -1002.2276611328125, -999.5517578125)","(213.922119140625, 203.45443725585938, -1000.1635131835938, -1001.5797119140625)"
2024/07/30/14:40:35.660017,"(2000, 2001, 2002, 2003)","(-9.3250732421875, 181.84283447265625, -256.5263671875, 54.75390625)","(0.6585575938224792, 0.5408574938774109, 0.49041813611984253, 0.3244022727012634)","(196.01834106445312, 107.31028747558594, -1002.2543334960938, -999.5252075195312)","(213.91026306152344, 203.45269775390625, -1000.1223754882812, -1001.5609741210938)"
2024/07/30/14:40:35.759861,"(2000, 2001, 2002, 2003)","(-9.25250244140625, 181.84283447265625, -257.10546875, 55.1708984375)","(0.6586419343948364, 0.5408574938774109, 0.49041759967803955, 0.32440105080604553)","(196.08248901367188, 107.25676727294922, -1002.2803955078125, -999.4991455078125)","(213.8986053466797, 203.4509735107422, -1000.0813598632812, -1001.5422973632812)"
2024/07/30/14:40:35.860014,"(2000, 2001, 2002, 2003)","(-9.17816162109375, 181.84283447265625, -257.6953125, 55.59765625)","(0.6587268710136414, 0.5408574938774109, 0.4904170334339142, 0.32439979910850525)","(196.14796447753906, 107.2021713256836, -1002.3065185546875, -999.47265625)","(213.8867645263672, 203.44921875, -1000.039306640625, -1001.5230102539062)"
2024/07/30/14:40:35.960113,"(2000, 2001, 2002, 2003)","(-9.1055908203125, 181.84283447265625, -258.2802734375, 56.01953125)","(0.6588066220283508, 0.5408574938774109, 0.4904164969921112, 0.32439854741096497)","(196.21279907226562, 107.14810943603516, -1002.3319702148438, -999.446533203125)","(213.8751220703125, 203.44747924804688, -999.9973754882812, -1001.5037231445312)"
2024/07/30/14:40:36.059844,"(2000, 2001, 2002, 2003)","(-9.03411865234375, 181.84283447265625, -258.8642578125, 56.44140625)","(0.6588860154151917, 0.5408574938774109, 0.4904159605503082, 0.32439732551574707)","(196.2776641845703, 107.09405517578125, -1002.35693359375, -999.4205932617188)","(213.86355590820312, 203.44573974609375, -999.9552001953125, -1001.4842529296875)"
2024/07/30/14:40:36.160982,"(2000, 2001, 2002, 2003)","(-8.96356201171875, 181.84283447265625, -259.44921875, 56.86328125)","(0.658964991569519, 0.5408574938774109, 0.49041542410850525, 0.3243961036205292)","(196.34255981445312, 107.03999328613281, -1002.3815307617188, -999.3948364257812)","(213.85206604003906, 203.44400024414062, -999.9127197265625, -1001.4645385742188)"
2024/07/30/14:40:36.260213,"(2000, 2001, 2002, 2003)","(-8.89459228515625, 181.84283447265625, -260.02734375, 57.2802734375)","(0.6590427756309509, 0.5408574938774109, 0.49041488766670227, 0.32439491152763367)","(196.4068145751953, 106.98648071289062, -1002.4054565429688, -999.3694458007812)","(213.84075927734375, 203.44227600097656, -999.8704833984375, -1001.4448852539062)"
2024/07/30/14:40:36.360325,"(2000, 2001, 2002, 2003)","(-8.8258056640625, 181.84283447265625, -260.611328125, 57.7021484375)","(0.6591208577156067, 0.5408574938774109, 0.4904143810272217, 0.32439371943473816)","(196.47174072265625, 106.93241882324219, -1002.4291381835938, -999.3439331054688)","(213.82940673828125, 203.44053649902344, -999.8275756835938, -1001.4248657226562)"
2024/07/30/14:40:36.459806,"(2000, 2001, 2002, 2003)","(-8.757080078125, 181.84283447265625, -261.2021484375, 58.12890625)","(0.6591993570327759, 0.5408574938774109, 0.4904138743877411, 0.32439252734184265)","(196.53733825683594, 106.87782287597656, -1002.45263671875, -999.3182983398438)","(213.81800842285156, 203.43878173828125, -999.783935546875, -1001.4044189453125)"
